2025-05-21 23:26,3x3,11,00:22
2025-05-21 23:27,3x3,9,00:21
2025-05-21 23:53,3x3,15,00:43
2025-05-21 23:59,3x3,13,00:54
2025-05-22 00:50,3x3,15,00:44
2025-05-22 00:51,4x4,20,00:41
2025-05-22 00:52,3x3,13,00:28
2025-05-22 00:55,3x3,9,00:22
2025-05-22 00:55,3x3,9,00:25
2025-05-22 00:56,4x4,18,00:46
2025-05-22 00:57,5x5,59,02:57
2025-05-22 01:00,5x5,31,01:17
2025-05-22 01:06,3x3,13,00:30
2025-05-22 01:07,5x5,43,01:43
2025-05-22 01:22,3x3,9,00:17
2025-05-22 03:14,3x3,9,00:21
